# CORPUS CÂU MIX — sinh bằng scripts/voice/gen-mix.py (đừng sửa tay: sửa CLAUSES trong script).
# Cột: ids(phẩy, đúng thứ tự) | text
recirc,win_rf,ac_auto	lấy gió ngoài xong hạ kiếng phải, tắt máy nạnh
defrost,windows_all,sunroof	tắt sấy kính đóng hết kính sau đó đóng cửa sổ trời
headl,win_half_lf,temp	bật đèn pha xong mở nửa kính lái, chỉnh nhiệt độ 22 độ
pm25,ac_auto,win_rf	bật lọc không khí xong tắt máy lạnh và hạ kính phụ
trunk,recirc,sunroof	mở cốp sau đó lấy gió ngoài mở nóc xe
drl,cam,win_half_lf	bật đèn ban ngày và mở camera mở nửa kính lái
cam,ac_auto,win_lf	bật camera 360 sau đó bật máy lạnh sau đó mở kính bên lái
windows_all,fan,recirc	mở tất cả kính tăng gió lấy gió trong
win_rr,defrost,pm25	mở kính sau phải bật sấy kính trước rồi bật lọc không khí
defrost,win_lr,trunk	bật sấy kính sau đó mở kính sau trái xong đóng cốp
drl,windows_all,defrost	bật đèn ban ngày rồi mở tất cả kính xong bật sấy kính trước
win_rr,windows_all,win_rf	mở kính sau phải hạ hết kính và hạ kính phụ
windows_all,win_rr,ac_auto	mở tất cả kính mở kính sau phải sau đó tắt máy lạnh
trunk,win_rf,temp	mở cốp sau rồi hạ kính phụ sau đó chỉnh nhiệt độ 22 độ
defrost,sunroof,trunk	tắt sấy kính sau đó đóng cửa sổ trời rồi đóng cốp
recirc,win_lr,trunk	chuyển gió ngoài rồi mở kính sau trái mở cốp sau
defrost,win_rr,readl	bật sấy kính mở kính sau phải bật đèn trần
readl,fan,win_half_lf	bật đèn trần sau đó giảm gió sau đó mở nửa kính lái
pm25,sunroof,temp	bật lọc không khí xong mở cửa sổ trời rồi chỉnh nhiệt độ 22 độ
win_lr,sunroof,headl	mở kính sau trái, mở nóc xe rồi tắt đèn pha
win_half_lf,win_rf,recirc	mở nửa kính lái xong hạ kiếng phải và lấy gió trong
fan,pm25,defrost	tăng gió rồi bật lọc không khí sau đó bật sấy kính
trunk,win_lr,drl	mở cốp sau đó mở kính sau trái sau đó bật đèn ban ngày
temp,cam,win_rr	chỉnh nhiệt độ 22 độ rồi bật camera 360 sau đó mở kính sau phải
win_rr,pm25,temp	mở kính sau phải bật lọc không khí sau đó đặt nhiệt độ 24 độ
recirc,temp,ac_auto	lấy gió ngoài, đặt nhiệt độ 24 độ xong tắt máy nạnh
win_rr,recirc,win_rf	mở kính sau phải xong lấy gió trong xong mở kính trước phải
sunroof,readl,win_lf	mở cửa sổ trời, bật đèn đọc và mở kính trước trái
temp,defrost_rear,win_half_lf	đặt nhiệt độ 24 độ bật sấy kính sau sau đó mở nửa kính lái
win_rf,win_lf,windows_all	hạ kính phụ sau đó mở kính trước trái mở tất cả kính
win_rr,headl,defrost_rear	mở kính sau phải xong bật đèn pha sau đó bật sấy kính sau
fan,windows_all,win_rr	giảm gió, mở tất cả kính rồi mở kính sau phải
windows_all,sunroof,win_rf	mở tất cả kính và mở cửa sổ trời mở kính trước phải
headl,windows_all,ac_auto	tắt đèn pha xong đóng hết kính bật điều hoà
win_lr,cam,headl	mở kính sau trái và mở camera sau đó tắt đèn pha
windows_all,cam,headl	mở tất cả kính bật camera 360 xong tắt đèn pha
windows_all,win_rf,defrost	mở tất cả kính và hạ kính phụ, bật sấy kính
defrost,win_rr,sunroof	bật sấy kính trước rồi mở kính sau phải xong mở nóc xe
win_lf,sunroof,ac_auto	mở kính trước trái mở cửa sổ trời và bật máy lạnh
drl,win_rr,defrost_rear	bật đèn ban ngày sau đó mở kính sau phải xong bật sấy kính sau
cam,win_lf,ac_auto	mở camera sau đó mở kính bên lái và tắt máy nạnh
defrost_rear,win_rf,win_lf	bật sấy kính sau xong hạ kiếng phải xong hạ kính lái
windows_all,pm25,win_half_lf	hạ hết kính và bật lọc không khí mở nửa kính lái
win_lr,defrost,pm25	mở kính sau trái, tắt sấy kính rồi bật lọc không khí
win_rf,defrost,fan	hạ kiếng phải xong tắt sấy kính, tăng gió
drl,win_rf,readl	bật đèn ban ngày hạ kiếng phải tắt đèn đọc
trunk,ac_auto,sunroof	mở cốp bật máy lạnh rồi mở nóc xe
headl,drl,win_rr	bật đèn pha xong bật đèn ban ngày xong mở kính sau phải
trunk,recirc,temp	mở cốp sau lấy gió ngoài xong đặt nhiệt độ 24 độ
defrost,fan,cam	bật sấy kính trước rồi tăng gió xong mở camera
windows_all,trunk,win_lr	đóng hết kính mở cốp sau, mở kính sau trái
fan,drl,win_rr	giảm gió rồi bật đèn ban ngày xong mở kính sau phải
win_rr,windows_all,headl	mở kính sau phải, đóng hết kính sau đó tắt đèn pha
ac_auto,fan,sunroof	tắt máy nạnh rồi tăng gió sau đó đóng cửa sổ trời
win_rf,fan,headl	hạ kiếng phải giảm gió, bật đèn pha
temp,defrost,sunroof	chỉnh nhiệt độ 22 độ rồi tắt sấy kính mở cửa sổ trời
sunroof,defrost_rear,recirc	đóng cửa sổ trời và bật sấy kính sau và lấy gió ngoài
trunk,headl,drl	mở cốp sau xong bật đèn pha, bật đèn ban ngày
win_rf,windows_all,fan	mở kính trước phải, mở tất cả kính tăng gió
pm25,cam,ac_auto	bật lọc không khí mở camera và tắt máy lạnh
win_lr,trunk,cam	mở kính sau trái đóng cốp rồi bật camera 360
pm25,ac_auto,windows_all	tắt lọc bụi tắt máy nạnh và hạ hết kính
win_half_lf,temp,win_rr	mở nửa kính lái rồi chỉnh nhiệt độ 22 độ sau đó mở kính sau phải
win_half_lf,temp,cam	mở nửa kính lái đặt nhiệt độ 24 độ xong bật camera 360
windows_all,pm25,defrost_rear	hạ hết kính xong bật lọc không khí xong bật sấy kính sau
trunk,pm25,temp	đóng cốp sau đó bật lọc không khí rồi chỉnh nhiệt độ 22 độ
windows_all,ac_auto,recirc	mở tất cả kính tắt máy nạnh lấy gió ngoài
defrost,win_lf,win_rf	bật sấy kính trước rồi mở kính bên lái xong hạ kính phụ
drl,win_lr,fan	bật đèn ban ngày, mở kính sau trái sau đó tăng gió
trunk,windows_all,win_rr	mở cốp sau và đóng hết kính xong mở kính sau phải
fan,win_lr,recirc	giảm gió sau đó mở kính sau trái rồi lấy gió trong
pm25,defrost_rear,headl	bật lọc không khí và bật sấy kính sau, bật đèn pha
win_rr,win_lf,cam	mở kính sau phải xong mở kính bên lái rồi mở camera
temp,win_rr,win_lr	đặt nhiệt độ 24 độ mở kính sau phải mở kính sau trái
win_lr,sunroof,win_half_lf	mở kính sau trái rồi mở cửa sổ trời mở nửa kính lái
win_rf,windows_all,win_lf	hạ kiếng phải sau đó mở tất cả kính sau đó mở kính trước trái
pm25,temp,sunroof	bật lọc bụi xong chỉnh nhiệt độ 22 độ mở nóc xe
defrost,trunk,temp	bật sấy kính trước sau đó mở cốp sau rồi đặt nhiệt độ 24 độ
pm25,headl,ac_auto	bật lọc bụi, bật đèn pha bật điều hoà
readl,sunroof,fan	bật đèn trần mở cửa sổ trời giảm gió
windows_all,win_lr,pm25	đóng hết kính, mở kính sau trái bật lọc không khí
cam,recirc,defrost_rear	bật camera 360 lấy gió trong, bật sấy kính sau
trunk,sunroof,temp	đóng cốp và mở nóc xe đặt nhiệt độ 24 độ
sunroof,defrost_rear,temp	mở nóc xe sau đó bật sấy kính sau xong đặt nhiệt độ 24 độ
defrost_rear,fan,win_lr	bật sấy kính sau rồi giảm gió và mở kính sau trái
headl,sunroof,fan	tắt đèn pha và đóng cửa sổ trời sau đó tăng gió
ac_auto,pm25,temp	bật máy lạnh sau đó tắt lọc bụi chỉnh nhiệt độ 22 độ
readl,win_lf,sunroof	tắt đèn đọc, hạ kính trước trái, mở nóc xe
win_lf,defrost,sunroof	mở kính bên lái bật sấy kính trước đóng cửa sổ trời
windows_all,win_half_lf,win_rr	hạ hết kính xong mở nửa kính lái rồi mở kính sau phải
defrost,temp,ac_auto	tắt sấy kính rồi đặt nhiệt độ 24 độ tắt máy lạnh
readl,win_lf,defrost	bật đèn đọc rồi hạ kính trước trái và bật sấy kính trước
win_rr,win_half_lf,win_lr	mở kính sau phải rồi mở nửa kính lái rồi mở kính sau trái
win_rr,fan,pm25	mở kính sau phải tăng gió sau đó tắt lọc bụi
defrost,cam,sunroof	bật sấy kính trước sau đó bật camera 360 xong mở cửa sổ trời
windows_all,win_rr,recirc	mở tất cả kính mở kính sau phải, lấy gió trong
trunk,win_half_lf,cam	đóng cốp mở nửa kính lái, mở camera
temp,defrost_rear,ac_auto	chỉnh nhiệt độ 22 độ sau đó bật sấy kính sau xong tắt máy nạnh
trunk,ac_auto,cam	mở cốp sau sau đó bật máy lạnh và mở camera
headl,ac_auto,sunroof	tắt đèn pha tắt điều hoà sau đó mở nóc xe
readl,win_half_lf,sunroof	bật đèn trần mở nửa kính lái sau đó mở cửa sổ trời
win_rf,defrost,cam	mở kính trước phải và bật sấy kính trước, mở camera
win_rr,win_rf,sunroof	mở kính sau phải xong mở kính trước phải xong đóng cửa sổ trời
cam,headl,defrost	bật camera 360 sau đó tắt đèn pha và bật sấy kính
temp,cam,windows_all	đặt nhiệt độ 24 độ và mở camera rồi mở tất cả kính
trunk,defrost,sunroof	đóng cốp bật sấy kính mở cửa sổ trời
temp,fan,win_half_lf	chỉnh nhiệt độ 22 độ giảm gió xong mở nửa kính lái
win_lf,fan,win_rf	hạ kiếng trái rồi giảm gió hạ kiếng phải
win_half_lf,headl,readl	mở nửa kính lái bật đèn pha và tắt đèn đọc
win_rr,cam,defrost	mở kính sau phải xong bật camera 360 sau đó bật sấy kính
pm25,win_half_lf,fan	bật lọc bụi sau đó mở nửa kính lái rồi tăng gió
headl,cam,win_rr	bật đèn pha và bật camera 360 rồi mở kính sau phải
fan,ac_auto,win_lr	giảm gió tắt máy lạnh rồi mở kính sau trái
cam,temp,windows_all	mở camera chỉnh nhiệt độ 22 độ mở tất cả kính
ac_auto,win_half_lf,win_rf	tắt máy nạnh xong mở nửa kính lái hạ kiếng phải
headl,win_rf,defrost_rear	bật đèn pha hạ kiếng phải xong bật sấy kính sau
win_rr,readl,cam	mở kính sau phải bật đèn đọc xong mở camera
windows_all,trunk,defrost_rear	hạ hết kính và mở cốp bật sấy kính sau
win_half_lf,temp,readl	mở nửa kính lái chỉnh nhiệt độ 22 độ xong bật đèn đọc
win_lr,windows_all,readl	mở kính sau trái xong đóng hết kính bật đèn trần
windows_all,pm25,cam	đóng hết kính và tắt lọc bụi, bật camera 360
win_rf,temp,headl	mở kính trước phải rồi chỉnh nhiệt độ 22 độ tắt đèn pha
windows_all,defrost,cam	hạ hết kính bật sấy kính rồi mở camera
sunroof,defrost,pm25	đóng cửa sổ trời và bật sấy kính rồi bật lọc bụi
readl,defrost,pm25	bật đèn trần rồi tắt sấy kính tắt lọc bụi
defrost_rear,trunk,defrost	bật sấy kính sau xong đóng cốp rồi bật sấy kính
headl,drl,win_half_lf	bật đèn pha bật đèn ban ngày mở nửa kính lái
sunroof,cam,trunk	đóng cửa sổ trời rồi bật camera 360 xong mở cốp sau
win_rr,cam,pm25	mở kính sau phải rồi bật camera 360, bật lọc không khí
temp,windows_all,defrost	chỉnh nhiệt độ 22 độ, đóng hết kính, tắt sấy kính
win_rf,defrost_rear,windows_all	hạ kiếng phải và bật sấy kính sau sau đó mở tất cả kính
drl,sunroof,win_half_lf	bật đèn ban ngày và mở cửa sổ trời rồi mở nửa kính lái
defrost_rear,win_lf,temp	bật sấy kính sau mở kính bên lái xong chỉnh nhiệt độ 22 độ
win_lf,win_lr,windows_all	mở kính bên lái sau đó mở kính sau trái rồi hạ hết kính
headl,cam,defrost_rear	bật đèn pha và mở camera, bật sấy kính sau
cam,trunk,recirc	mở camera, mở cốp sau chuyển gió ngoài
trunk,headl,win_half_lf	mở cốp sau rồi tắt đèn pha rồi mở nửa kính lái
win_half_lf,drl,headl	mở nửa kính lái và bật đèn ban ngày xong bật đèn pha
defrost,pm25,headl	bật sấy kính, bật lọc bụi, bật đèn pha
readl,defrost,drl	bật đèn trần rồi bật sấy kính bật đèn ban ngày
ac_auto,readl,trunk	bật máy lạnh xong bật đèn đọc sau đó đóng cốp
trunk,ac_auto,windows_all	đóng cốp xong tắt máy nạnh và đóng hết kính
readl,win_half_lf,windows_all	bật đèn đọc xong mở nửa kính lái rồi hạ hết kính
recirc,readl,win_half_lf	chuyển gió ngoài xong tắt đèn đọc sau đó mở nửa kính lái
drl,recirc,defrost_rear	bật đèn ban ngày, lấy gió ngoài và bật sấy kính sau
fan,recirc,readl	tăng gió lấy gió trong và tắt đèn đọc
readl,win_lf,drl	tắt đèn đọc rồi mở kính bên lái xong bật đèn ban ngày
sunroof,pm25,win_half_lf	đóng cửa sổ trời tắt lọc bụi mở nửa kính lái
win_rr,defrost_rear,trunk	mở kính sau phải rồi bật sấy kính sau, đóng cốp
readl,windows_all,win_lr	tắt đèn đọc sau đó hạ hết kính rồi mở kính sau trái
readl,recirc,win_rf	bật đèn đọc xong lấy gió ngoài xong hạ kính phụ
drl,headl,trunk	bật đèn ban ngày, bật đèn pha, mở cốp
temp,cam,win_rf	đặt nhiệt độ 24 độ xong bật camera 360 sau đó mở kính trước phải
ac_auto,drl,cam	bật máy lạnh, bật đèn ban ngày bật camera 360
defrost_rear,temp,trunk	bật sấy kính sau sau đó đặt nhiệt độ 24 độ và đóng cốp
cam,ac_auto,win_rr	mở camera bật máy lạnh sau đó mở kính sau phải
windows_all,trunk,readl	đóng hết kính rồi mở cốp sau đó bật đèn trần
windows_all,win_lf,ac_auto	hạ hết kính rồi mở kính bên lái xong bật máy lạnh
cam,defrost_rear,win_rr	bật camera 360 và bật sấy kính sau và mở kính sau phải
win_rf,windows_all,cam	mở kính trước phải mở tất cả kính, mở camera
win_lf,headl,win_rr	mở kính trước trái sau đó tắt đèn pha xong mở kính sau phải
pm25,ac_auto,win_rf	tắt lọc bụi sau đó bật điều hoà hạ kính phụ
fan,defrost,win_rr	tăng gió và bật sấy kính trước rồi mở kính sau phải
readl,cam,win_lr	tắt đèn đọc, bật camera 360 mở kính sau trái
defrost,win_rr,win_rf	bật sấy kính sau đó mở kính sau phải hạ kính phụ
drl,fan,defrost	bật đèn ban ngày giảm gió sau đó bật sấy kính
win_half_lf,sunroof,pm25	mở nửa kính lái, đóng cửa sổ trời rồi bật lọc bụi
win_rr,cam,headl	mở kính sau phải, mở camera rồi bật đèn pha
drl,cam,readl	bật đèn ban ngày, mở camera bật đèn trần
ac_auto,defrost_rear,windows_all	bật điều hoà bật sấy kính sau rồi mở tất cả kính
windows_all,readl,sunroof	hạ hết kính xong bật đèn đọc mở cửa sổ trời
trunk,drl,win_half_lf	mở cốp sau và bật đèn ban ngày và mở nửa kính lái
win_half_lf,trunk,defrost	mở nửa kính lái và đóng cốp tắt sấy kính
recirc,temp,win_lf	lấy gió trong, đặt nhiệt độ 24 độ, hạ kính lái
defrost_rear,drl,win_rf	bật sấy kính sau và bật đèn ban ngày sau đó mở kính trước phải
pm25,headl,win_lr	bật lọc không khí rồi bật đèn pha sau đó mở kính sau trái
win_lr,defrost,temp	mở kính sau trái, bật sấy kính xong đặt nhiệt độ 24 độ
temp,headl,trunk	chỉnh nhiệt độ 22 độ bật đèn pha và mở cốp sau
windows_all,recirc,sunroof	mở tất cả kính rồi chuyển gió ngoài và đóng cửa sổ trời
temp,pm25,ac_auto	chỉnh nhiệt độ 22 độ sau đó tắt lọc bụi và tắt máy nạnh
pm25,ac_auto,win_lr	bật lọc không khí và bật máy lạnh mở kính sau trái
drl,win_rr,temp	bật đèn ban ngày, mở kính sau phải rồi chỉnh nhiệt độ 22 độ
headl,trunk,defrost	tắt đèn pha đóng cốp và bật sấy kính trước
ac_auto,win_rr,pm25	tắt điều hoà mở kính sau phải sau đó tắt lọc bụi
trunk,drl,win_lf	mở cốp, bật đèn ban ngày rồi mở kính trước trái
win_lf,recirc,fan	hạ kính trước trái, chuyển gió ngoài rồi tăng gió
recirc,fan,temp	lấy gió ngoài và tăng gió chỉnh nhiệt độ 22 độ
drl,readl,cam	bật đèn ban ngày và bật đèn đọc rồi bật camera 360
drl,recirc,defrost_rear	bật đèn ban ngày sau đó lấy gió ngoài xong bật sấy kính sau
win_rr,headl,recirc	mở kính sau phải, tắt đèn pha rồi chuyển gió ngoài
windows_all,cam,defrost_rear	hạ hết kính xong mở camera rồi bật sấy kính sau
recirc,sunroof,win_lr	chuyển gió ngoài và đóng cửa sổ trời mở kính sau trái
headl,win_rr,win_lr	bật đèn pha và mở kính sau phải và mở kính sau trái
defrost,win_lr,trunk	bật sấy kính trước, mở kính sau trái, đóng cốp
win_half_lf,sunroof,win_lf	mở nửa kính lái xong mở nóc xe, mở kính bên lái
trunk,win_rr,ac_auto	mở cốp sau mở kính sau phải tắt điều hoà
defrost,win_rf,drl	bật sấy kính trước, hạ kính phụ bật đèn ban ngày
readl,headl,temp	tắt đèn đọc sau đó bật đèn pha và chỉnh nhiệt độ 22 độ
win_rr,drl,pm25	mở kính sau phải bật đèn ban ngày và tắt lọc bụi
win_rf,temp,win_rr	hạ kính phụ sau đó chỉnh nhiệt độ 22 độ rồi mở kính sau phải
defrost,cam,defrost_rear	bật sấy kính trước và bật camera 360 sau đó bật sấy kính sau
win_lr,readl,recirc	mở kính sau trái và bật đèn đọc, chuyển gió ngoài
windows_all,ac_auto,win_rr	đóng hết kính sau đó bật điều hoà, mở kính sau phải
cam,sunroof,win_lr	bật camera 360 sau đó mở cửa sổ trời, mở kính sau trái
win_half_lf,win_rf,headl	mở nửa kính lái hạ kính phụ rồi tắt đèn pha
win_half_lf,defrost_rear,fan	mở nửa kính lái bật sấy kính sau xong giảm gió
pm25,temp,headl	bật lọc bụi rồi chỉnh nhiệt độ 22 độ rồi tắt đèn pha
readl,defrost,trunk	tắt đèn đọc, bật sấy kính trước và mở cốp
defrost,ac_auto,cam	tắt sấy kính tắt điều hoà và mở camera
fan,drl,win_lr	tăng gió bật đèn ban ngày mở kính sau trái
ac_auto,fan,win_rf	tắt máy nạnh, giảm gió mở kính trước phải
win_rf,windows_all,win_half_lf	hạ kiếng phải xong hạ hết kính, mở nửa kính lái
temp,pm25,defrost_rear	đặt nhiệt độ 24 độ và bật lọc không khí bật sấy kính sau
defrost_rear,pm25,readl	bật sấy kính sau bật lọc bụi và tắt đèn đọc
sunroof,ac_auto,win_lf	mở cửa sổ trời, tắt điều hoà xong hạ kiếng trái
readl,win_lr,sunroof	tắt đèn đọc và mở kính sau trái đóng cửa sổ trời
win_rf,ac_auto,headl	hạ kính phụ bật điều hoà bật đèn pha
win_half_lf,drl,headl	mở nửa kính lái bật đèn ban ngày, tắt đèn pha
cam,recirc,trunk	bật camera 360 xong lấy gió ngoài xong đóng cốp
defrost,pm25,fan	bật sấy kính trước xong bật lọc bụi tăng gió
readl,win_rr,defrost	tắt đèn đọc rồi mở kính sau phải và tắt sấy kính
cam,headl,fan	mở camera sau đó bật đèn pha sau đó giảm gió
defrost,headl,trunk	bật sấy kính trước và bật đèn pha sau đó mở cốp
recirc,win_lr,win_rr	chuyển gió ngoài, mở kính sau trái mở kính sau phải
temp,fan,headl	đặt nhiệt độ 24 độ và giảm gió bật đèn pha
trunk,defrost,readl	mở cốp sau đó bật sấy kính, tắt đèn đọc
win_lr,ac_auto,headl	mở kính sau trái sau đó tắt điều hoà sau đó tắt đèn pha
win_rr,win_lr,readl	mở kính sau phải mở kính sau trái rồi bật đèn trần
drl,temp,pm25	bật đèn ban ngày chỉnh nhiệt độ 22 độ bật lọc bụi
cam,defrost,win_half_lf	bật camera 360 sau đó tắt sấy kính mở nửa kính lái
win_rf,recirc,temp	hạ kiếng phải sau đó chuyển gió ngoài, đặt nhiệt độ 24 độ
win_lr,defrost_rear,drl	mở kính sau trái và bật sấy kính sau xong bật đèn ban ngày
trunk,defrost,cam	mở cốp sau sau đó bật sấy kính và bật camera 360
defrost,temp,headl	tắt sấy kính chỉnh nhiệt độ 22 độ và tắt đèn pha
headl,win_lr,defrost	tắt đèn pha sau đó mở kính sau trái xong bật sấy kính trước
readl,win_lf,pm25	tắt đèn đọc sau đó hạ kính trước trái và bật lọc bụi
cam,win_lf,sunroof	bật camera 360 rồi hạ kính lái mở nóc xe
pm25,win_rr,defrost_rear	bật lọc không khí mở kính sau phải bật sấy kính sau
win_half_lf,drl,headl	mở nửa kính lái bật đèn ban ngày, bật đèn pha
win_lr,defrost_rear,win_rr	mở kính sau trái bật sấy kính sau sau đó mở kính sau phải
temp,recirc,fan	đặt nhiệt độ 24 độ xong lấy gió trong rồi giảm gió
win_half_lf,recirc,temp	mở nửa kính lái và lấy gió trong đặt nhiệt độ 24 độ
win_rr,sunroof,temp	mở kính sau phải, đóng cửa sổ trời rồi chỉnh nhiệt độ 22 độ
cam,defrost_rear,temp	mở camera xong bật sấy kính sau đặt nhiệt độ 24 độ
temp,fan,readl	đặt nhiệt độ 24 độ giảm gió, bật đèn đọc
headl,trunk,pm25	bật đèn pha và mở cốp sau rồi tắt lọc bụi
win_lr,temp,recirc	mở kính sau trái rồi đặt nhiệt độ 24 độ rồi chuyển gió ngoài
trunk,cam,defrost_rear	mở cốp sau rồi mở camera, bật sấy kính sau
cam,sunroof,temp	bật camera 360 rồi mở cửa sổ trời và chỉnh nhiệt độ 22 độ
win_half_lf,ac_auto,win_lr	mở nửa kính lái sau đó bật máy lạnh mở kính sau trái
readl,win_lf,sunroof	tắt đèn đọc và hạ kiếng trái đóng cửa sổ trời
readl,win_lr,defrost_rear	bật đèn đọc, mở kính sau trái rồi bật sấy kính sau
temp,win_lf,windows_all	chỉnh nhiệt độ 22 độ và hạ kính trước trái và mở tất cả kính
win_rr,defrost_rear,win_lr	mở kính sau phải xong bật sấy kính sau và mở kính sau trái
win_rf,headl,win_lr	mở kính trước phải rồi tắt đèn pha xong mở kính sau trái
readl,windows_all,win_rr	tắt đèn đọc, đóng hết kính và mở kính sau phải
readl,trunk,defrost	tắt đèn đọc và đóng cốp sau đó bật sấy kính
defrost,sunroof,win_rf	bật sấy kính trước, mở nóc xe, mở kính trước phải
temp,defrost_rear,windows_all	đặt nhiệt độ 24 độ xong bật sấy kính sau xong mở tất cả kính
windows_all,drl,win_rf	đóng hết kính và bật đèn ban ngày, hạ kính phụ
win_lf,windows_all,win_lr	hạ kính lái xong mở tất cả kính mở kính sau trái
temp,cam,readl	đặt nhiệt độ 24 độ sau đó bật camera 360, bật đèn trần
sunroof,win_lf,defrost	mở cửa sổ trời và hạ kính trước trái và bật sấy kính
temp,win_half_lf,sunroof	chỉnh nhiệt độ 22 độ mở nửa kính lái sau đó mở nóc xe
trunk,cam,windows_all	mở cốp bật camera 360 mở tất cả kính
win_lr,readl,win_half_lf	mở kính sau trái xong bật đèn trần và mở nửa kính lái
defrost,headl,defrost_rear	tắt sấy kính bật đèn pha, bật sấy kính sau
win_lf,recirc,sunroof	mở kính bên lái, lấy gió trong rồi mở cửa sổ trời
win_lf,pm25,readl	hạ kính lái rồi bật lọc không khí sau đó bật đèn đọc
drl,cam,trunk	bật đèn ban ngày, mở camera xong mở cốp
sunroof,defrost_rear,windows_all	mở nóc xe xong bật sấy kính sau xong mở tất cả kính
win_lr,fan,defrost	mở kính sau trái giảm gió sau đó bật sấy kính trước
win_rr,win_lr,readl	mở kính sau phải mở kính sau trái bật đèn trần
recirc,defrost_rear,cam	chuyển gió ngoài bật sấy kính sau, bật camera 360
defrost_rear,windows_all,ac_auto	bật sấy kính sau sau đó đóng hết kính tắt máy nạnh
win_rf,win_lr,win_rr	hạ kiếng phải và mở kính sau trái mở kính sau phải
win_rr,pm25,temp	mở kính sau phải tắt lọc bụi rồi đặt nhiệt độ 24 độ
drl,sunroof,readl	bật đèn ban ngày xong mở cửa sổ trời sau đó bật đèn trần
cam,trunk,win_rf	bật camera 360 đóng cốp hạ kiếng phải
pm25,defrost_rear,win_lr	bật lọc bụi bật sấy kính sau mở kính sau trái
ac_auto,defrost_rear,defrost	bật điều hoà, bật sấy kính sau tắt sấy kính
readl,win_half_lf,cam	bật đèn đọc sau đó mở nửa kính lái, mở camera
readl,recirc,cam	bật đèn đọc và chuyển gió ngoài mở camera
pm25,headl,drl	bật lọc không khí, bật đèn pha và bật đèn ban ngày
defrost,fan,ac_auto	bật sấy kính trước xong tăng gió tắt máy lạnh
windows_all,recirc,win_half_lf	hạ hết kính lấy gió trong và mở nửa kính lái
trunk,win_lr,drl	đóng cốp và mở kính sau trái rồi bật đèn ban ngày
drl,win_half_lf,fan	bật đèn ban ngày mở nửa kính lái xong tăng gió
temp,win_rr,defrost_rear	chỉnh nhiệt độ 22 độ sau đó mở kính sau phải và bật sấy kính sau
drl,readl,fan	bật đèn ban ngày rồi bật đèn đọc giảm gió
sunroof,win_half_lf,readl	mở cửa sổ trời sau đó mở nửa kính lái rồi bật đèn đọc
ac_auto,cam,pm25	tắt máy lạnh mở camera và bật lọc không khí
ac_auto,temp,pm25	tắt máy nạnh và chỉnh nhiệt độ 22 độ sau đó bật lọc bụi
recirc,cam,temp	lấy gió ngoài và bật camera 360 rồi đặt nhiệt độ 24 độ
headl,defrost,win_rr	tắt đèn pha tắt sấy kính mở kính sau phải
headl,sunroof,drl	bật đèn pha mở nóc xe bật đèn ban ngày
windows_all,win_lf,defrost	hạ hết kính và hạ kiếng trái và bật sấy kính
win_rr,recirc,windows_all	mở kính sau phải sau đó chuyển gió ngoài rồi đóng hết kính
readl,win_lr,defrost_rear	bật đèn đọc mở kính sau trái xong bật sấy kính sau
windows_all,fan,defrost_rear	đóng hết kính giảm gió bật sấy kính sau
win_rf,temp,pm25	hạ kiếng phải xong chỉnh nhiệt độ 22 độ sau đó bật lọc bụi
recirc,win_rr,fan	chuyển gió ngoài và mở kính sau phải xong tăng gió
win_half_lf,headl,defrost_rear	mở nửa kính lái, bật đèn pha rồi bật sấy kính sau
headl,pm25,sunroof	bật đèn pha bật lọc không khí, mở cửa sổ trời
win_lf,win_half_lf,defrost	mở kính bên lái sau đó mở nửa kính lái xong bật sấy kính trước
win_rr,win_rf,win_lf	mở kính sau phải sau đó hạ kiếng phải rồi mở kính bên lái
win_rf,recirc,temp	mở kính trước phải lấy gió trong chỉnh nhiệt độ 22 độ
recirc,win_half_lf,temp	chuyển gió ngoài sau đó mở nửa kính lái chỉnh nhiệt độ 22 độ
cam,trunk,recirc	mở camera rồi đóng cốp, lấy gió ngoài
win_lf,drl,cam	hạ kính lái bật đèn ban ngày mở camera
win_half_lf,pm25,cam	mở nửa kính lái, bật lọc bụi xong bật camera 360
headl,win_lf,ac_auto	bật đèn pha sau đó hạ kiếng trái sau đó tắt điều hoà
defrost,fan,sunroof	bật sấy kính trước giảm gió sau đó mở cửa sổ trời
sunroof,drl,windows_all	đóng cửa sổ trời xong bật đèn ban ngày và hạ hết kính
win_rr,win_rf,recirc	mở kính sau phải hạ kính phụ và lấy gió trong
defrost,win_rf,readl	bật sấy kính trước sau đó mở kính trước phải rồi tắt đèn đọc
recirc,defrost_rear,drl	lấy gió ngoài sau đó bật sấy kính sau rồi bật đèn ban ngày
win_lr,readl,pm25	mở kính sau trái sau đó bật đèn trần bật lọc không khí
readl,pm25,win_rf	bật đèn trần rồi bật lọc không khí xong hạ kính phụ
recirc,win_lf,drl	lấy gió trong xong mở kính trước trái rồi bật đèn ban ngày
win_rf,readl,defrost	mở kính trước phải xong bật đèn đọc, bật sấy kính
pm25,ac_auto,win_half_lf	tắt lọc bụi xong bật điều hoà rồi mở nửa kính lái
trunk,windows_all,headl	mở cốp sau đóng hết kính tắt đèn pha
pm25,win_rf,defrost_rear	bật lọc không khí xong hạ kính phụ sau đó bật sấy kính sau
defrost_rear,defrost,temp	bật sấy kính sau sau đó tắt sấy kính xong chỉnh nhiệt độ 22 độ
